handle_norm,month,award_usd
bclabs,2023-01,109.47
2997ms,2023-01,108.22
seeu,2023-01,104.0
eyexploit,2023-01,102.17999999999999
cryptor,2023-01,89.39
nogo,2023-01,88.11
raiders,2023-01,87.82
saaj,2023-01,83.77
martin,2023-01,83.3
devabdee,2023-01,80.44999999999999
merlin,2023-01,80.44999999999999
dharma09,2023-01,79.16999999999999
0xdave,2023-01,78.26
kutu,2023-01,78.26
prc,2023-01,78.26
sadbase,2023-01,76.88
udarteam,2023-01,75.63
amshirif,2023-01,72.44
budaghyan,2023-01,72.44
rhao-sec,2023-01,72.44
scokaf,2023-01,71.72
sakshamguruji,2023-01,71.11
0xdaydream,2023-01,69.82
pheonix,2023-01,69.82
polaris_tow,2023-01,69.82
yellowbirdy,2023-01,69.38
jts,2023-01,69.09
cygaar,2023-01,68.6
0xgusmccrae,2023-01,65.35
ellar,2023-01,65.35
gerdusx,2023-01,65.35
moksha,2023-01,65.35
kalzak,2023-01,62.760000000000005
brevis,2023-01,62.17
dragotanqueray,2023-01,59.5
nyx,2023-01,57.5
wallstreetvilkas,2023-01,55.96
0x5rings,2023-01,53.44
inspectah,2023-01,52.67999999999999
sayan,2023-01,52.67999999999999
ch0bu,2023-01,51.32
delvir0,2023-01,51.32
whilom,2023-01,51.32
malatrax,2023-01,50.41
thekmj,2023-01,49.82
savi0ur,2023-01,49.76
w0rr1o,2023-01,48.54
w_max,2023-01,48.54
antonttc,2023-01,45.43
d3e4,2023-01,44.97
enckrish,2023-01,44.97
fyvgsk,2023-01,44.05
rvi0x,2023-01,43.4
prestoncodes,2023-01,42.15
mrpathfindr,2023-01,40.839999999999996
y1cunhui,2023-01,40.089999999999996
sashik_eth,2023-01,39.56
walter,2023-01,39.209999999999994
cthulhu_cult,2023-01,38.76
privateconstant,2023-01,38.76
secureverse,2023-01,38.76
yosuke,2023-01,38.06999999999999
rahoz,2023-01,36.79
manikantanynala97,2023-01,36.65
apvlki,2023-01,36.629999999999995
juancito,2023-01,36.5
pauliax,2023-01,36.5
prady,2023-01,36.5
bpz,2023-01,36.24
cryptphi,2023-01,36.24
defsec,2023-01,36.24
erictee,2023-01,36.24
0x3b,2023-01,35.48
3dgeville,2023-01,35.48
41i3xn,2023-01,35.48
bug_squ4sh,2023-01,35.48
chandkommanaboyina,2023-01,35.48
climber2002,2023-01,35.48
codetilda,2023-01,35.48
deathstore,2023-01,35.48
dec3ntraliz3d,2023-01,35.48
ermaniwe,2023-01,35.48
ethernomad,2023-01,35.48
guild_3,2023-01,35.48
h0,2023-01,35.48
hagrid,2023-01,35.48
jderyl,2023-01,35.48
kaiziron,2023-01,35.48
mukund,2023-01,35.48
olegthegoat,2023-01,35.48
praise,2023-01,35.48
rebase,2023-01,35.48
skywalkerman,2023-01,35.48
slowfi,2023-01,35.48
jayus,2023-01,28.85
catellatech,2023-01,28.53
0x73696d616f,2023-01,26.26
aviggiano,2023-01,26.26
ey88,2023-01,26.26
bjorn_bug,2023-01,25.33
jujic,2023-01,25.33
fon,2023-01,22.72
manboy,2023-01,22.72
static,2023-01,22.72
m4tz1p,2023-01,22.36
sovaslava,2023-01,21.669999999999998
fellows,2023-01,19.79
xariextz,2023-01,19.79
cryptojedi88,2023-01,18.7
p4st13r4,2023-01,18.7
zadaru13,2023-01,17.95
haku,2023-01,17.2
jat,2023-01,17.2
kenta,2023-01,17.2
krayt,2023-01,17.2
madwookie,2023-01,17.2
phenomana,2023-01,17.2
prasadlak,2023-01,17.2
hawkeye,2023-01,14.93
blockian,2023-01,14.28
navinavu,2023-01,13.92
0xngndev,2023-01,12.08
ali,2023-01,11.33
dug,2023-01,11.33
favelanky,2023-01,11.33
lethl,2023-01,11.33
badman,2023-01,10.8
usmannk,2023-01,10.39
alexczm,2023-01,9.64
holme,2023-01,7.8
timongty,2023-01,7.8
ubermensch,2023-01,7.05
krace,2023-01,4.61
0xrajkumar,2023-01,3.57
garrett,2023-01,3.34
0xmakeouthill,2023-01,2.59
amaechieth,2023-01,2.59
dimitardimitrov,2023-01,2.59
frankudoags,2023-01,2.59
krisapostolov,2023-01,2.59
millersplanet,2023-01,2.59
paspe,2023-01,2.59
petersspetrov,2023-01,2.59
timenov,2023-01,2.59
vagrant,2023-01,2.59
vanko1,2023-01,2.59
mgf15,2023-01,1.15
bytes032,2023-01,0.75
mahdikarimi,2023-01,0.75
yixxas,2023-01,0.75
hansfriese,2022-12,33195.299999999996
unforgiven,2022-12,20807.27
jeiwan,2022-12,19845.36
trust,2022-12,19674.28
bobface,2022-12,18611.32
rvierdiiev,2022-12,14578.34
kingnft,2022-12,12930.980000000001
holladiewaldfee,2022-12,11797.1
hihen,2022-12,10998.5
bin2chen,2022-12,10218.32
csanuragjain,2022-12,8998.859999999999
0xdeadbeef0x,2022-12,8069.16
0x52,2022-12,7876.349999999999
0xsmartcontract,2022-12,7731.92
illilli,2022-12,7728.03
ladboy233,2022-12,7326.04
gzeon,2022-12,7050.04
raymondfam,2022-12,6016.43
cozzetti,2022-12,5381.95
cccz,2022-12,5159.06
akshaysrivastav,2022-12,4504.31
he1m,2022-12,4463.66
ktg,2022-12,4388.03
__141345__,2022-12,4165.15
pauliax,2022-12,3858.39
chaduke,2022-12,3582.3999999999996
0xa5df,2022-12,3580.12
carlitox477,2022-12,3411.7
stealthyz,2022-12,3324.01
rolezn,2022-12,3068.89
ak1,2022-12,3055.55
0xalpharush,2022-12,2846.97
imare,2022-12,2662.76
zaskoh,2022-12,2464.21
0xbepresent,2022-12,2439.84
betweenethlines,2022-12,2383.63
c3phas,2022-12,2363.85
sces60107,2022-12,2185.03
aviggiano,2022-12,2140.38
brgltd,2022-12,2087.36
peritoflores,2022-12,2004.91
joestakey,2022-12,1988.39
ruhum,2022-12,1982.76
tricko,2022-12,1905.8299999999997
yixxas,2022-12,1887.52
minhquanym,2022-12,1819.19
franfran,2022-12,1816.61
koxuan,2022-12,1782.84
deliriusz,2022-12,1719.8799999999999
enckrish,2022-12,1718.08
adriro,2022-12,1703.51
allarious,2022-12,1673.79
aymen0909,2022-12,1667.3400000000001
rotcivegaf,2022-12,1665.0
immeas,2022-12,1662.48
koolex,2022-12,1643.88
wagmi,2022-12,1614.3799999999999
chom,2022-12,1599.9299999999998
elku,2022-12,1577.1
smartsek,2022-12,1547.43
josiah,2022-12,1535.82
0x1f8b,2022-12,1477.0900000000001
reyadmirado,2022-12,1326.06
noot,2022-12,1317.8100000000002
0kage,2022-12,1302.09
9svr6w,2022-12,1272.3400000000001
caventa,2022-12,1179.8400000000001
poirots,2022-12,1168.46
noamyakov,2022-12,1113.85
gasperpre,2022-12,1100.3
8olidity,2022-12,947.73
lambda,2022-12,913.89
cryptonue,2022-12,909.45
obront,2022-12,872.54
evan,2022-12,847.22
trustindistrust,2022-12,844.75
shung,2022-12,843.01
shark,2022-12,824.2
neko_nyaa,2022-12,742.8900000000001
jc,2022-12,728.2900000000001
kartkhira,2022-12,718.94
ast3ros,2022-12,648.4
slvdev,2022-12,640.51
fs0c,2022-12,600.33
udarteam,2022-12,598.45
0xnazgul,2022-12,591.2900000000001
wait,2022-12,588.25
orion,2022-12,585.5200000000001
0xtraub,2022-12,583.62
helios,2022-12,530.47
0x4non,2022-12,523.44
madalad,2022-12,510.43
0x73696d616f,2022-12,498.20000000000005
codeislight,2022-12,468.9
danyams,2022-12,464.69000000000005
breeje,2022-12,461.23
0xsomeone,2022-12,456.1
deivitto,2022-12,452.98
datapunk,2022-12,447.46
pfapostol,2022-12,423.75
kaliberpoziomka8552,2022-12,420.90000000000003
minhtrng,2022-12,418.07000000000005
cryp70,2022-12,402.89
dic0de,2022-12,399.79
universalcrypto,2022-12,398.42
peakbolt,2022-12,369.1
bahoz,2022-12,367.38
rbserver,2022-12,361.03
0xmuxyz,2022-12,349.95000000000005
unchain,2022-12,317.19
saintcode_,2022-12,315.62
ck,2022-12,299.96
bnke0x0,2022-12,295.54
cryptostellar5,2022-12,287.44000000000005
critical,2022-12,271.34000000000003
mert_eren,2022-12,270.22
0xhacksmithh,2022-12,261.4
pavankv,2022-12,260.85
ch_301,2022-12,258.15999999999997
ayeslick,2022-12,256.49
chrisdior4,2022-12,249.35999999999999
idkwhatimdoing,2022-12,249.09
mookimgo,2022-12,242.66
parth,2022-12,241.69
lukris02,2022-12,241.0
haku,2022-12,227.96
matin,2022-12,225.1
mukund,2022-12,214.33
janio,2022-12,201.96
0xdecorativepineapple,2022-12,200.36
faith,2022-12,197.76999999999998
gz627,2022-12,197.07
ajtra,2022-12,185.86
sakshamguruji,2022-12,185.25
v_b,2022-12,184.55
apocalypto,2022-12,182.42
tointer,2022-12,182.23000000000002
0xhunter,2022-12,179.38
secureverse,2022-12,176.9
bpz,2022-12,173.84
forketh,2022-12,171.27
tnevler,2022-12,169.65
oyc_109,2022-12,163.36
ali_shehab,2022-12,163.0
sha256yan,2022-12,163.0
samgmk,2022-12,155.26000000000002
supernova,2022-12,152.9
zarf,2022-12,152.77
nameruse,2022-12,152.22
btk,2022-12,150.19
0xrobocop,2022-12,146.8
slowmoses,2022-12,145.3
carrotsmuggler,2022-12,144.81
saneryee,2022-12,140.04999999999998
0xagro,2022-12,132.2
englave,2022-12,125.71000000000001
ermaniwe,2022-12,124.22
rjs,2022-12,123.13999999999999
deekshith99,2022-12,118.88
aga7hokakological,2022-12,110.27
subtle77,2022-12,110.27
nadin,2022-12,108.2
dinesh11g,2022-12,106.41000000000001
nicobevi,2022-12,101.23
debo,2022-12,100.62
neumo,2022-12,98.25
sk8erboy,2022-12,97.94999999999999
seyni,2022-12,97.12
paludox0,2022-12,94.04
diana,2022-12,93.39
ahmedov,2022-12,93.26
bytehat,2022-12,93.19
kiki_dev,2022-12,89.0
tomj,2022-12,87.00999999999999
eierina,2022-12,86.97
fatherofblocks,2022-12,82.92999999999999
camdengrieh,2022-12,82.32
latt1ce,2022-12,82.32
saian,2022-12,80.77
nyx,2022-12,78.95
izhelyazkov,2022-12,74.82000000000001
kwhuo68,2022-12,73.21
awesome,2022-12,69.67
manboy,2022-12,67.13
sleepingbugs,2022-12,64.99
pedr02b2,2022-12,59.84
nalus,2022-12,58.970000000000006
mhkk33,2022-12,57.63
jadezti,2022-12,57.3
nogo,2022-12,56.46
soosh,2022-12,55.14
rajatbeladiya,2022-12,52.93
reassor,2022-12,51.790000000000006
sathish9098,2022-12,51.0
jayphbee,2022-12,50.45
0xgusmccrae,2022-12,50.16
ahayashi,2022-12,50.16
h0wl,2022-12,50.16
ey88,2022-12,49.61
eyexploit,2022-12,49.27
0xdave,2022-12,46.78
petersspetrov,2022-12,45.71
zzykxx,2022-12,45.71
indijanc,2022-12,45.17
kuldeep,2022-12,45.17
sahardevep,2022-12,43.54
yongskiws,2022-12,43.03
rbitbytes,2022-12,40.94
0xxm,2022-12,40.26
junnon,2022-12,40.26
mauricio1802,2022-12,40.26
lumoswiz,2022-12,38.14
peanuts,2022-12,37.769999999999996
teawaterwire,2022-12,33.4
_adam,2022-12,32.5
0xfuje,2022-12,31.16
jonatascm,2022-12,31.15
karanctf,2022-12,29.419999999999998
pashov,2022-12,29.419999999999998
yellowbirdy,2022-12,29.419999999999998
udsen,2022-12,28.12
rahoz,2022-12,26.56
dipp,2022-12,26.21
ctrlc03,2022-12,25.95
martin,2022-12,25.66
dharma09,2022-12,25.05
rhao-sec,2022-12,25.05
tomio,2022-12,25.05
czar102,2022-12,21.71
kmanofficial,2022-12,21.71
maks,2022-12,19.22
titi,2022-12,19.22
yjrwkk,2022-12,19.04
simon135,2022-12,17.98
0xlad,2022-12,14.91
arbor-finance,2022-12,14.91
qeew,2022-12,14.91
seven,2022-12,14.91
tonisives,2022-12,14.91
0xab00,2022-12,14.83
hardlycodeman,2022-12,14.83
jrnet,2022-12,14.83
millersplanet,2022-12,14.83
ret2basic,2022-12,14.83
atarpara,2022-12,14.3
avci,2022-12,13.76
pwnforce,2022-12,13.76
0xc0ffee,2022-12,9.93
0xmint,2022-12,9.93
lirios,2022-12,9.93
wallstreetvilkas,2022-12,9.93
clems4ever,2022-12,4.97
watchdogs,2022-12,3.73
kree-dotcom,2022-12,2.18
mahdikarimi,2022-12,1.76
zapaz,2022-12,1.45
francohacker,2022-12,1.15
johnnytime,2022-12,1.15
philogy,2022-12,1.15
0x446576,2022-12,0.84
sorrynotsorry,2022-12,0.84
asgeir,2022-12,0.61
tourist,2022-12,0.61
tutturu,2022-12,0.61
trust,2022-11,84192.45999999999
minhquanym,2022-11,27396.88
unforgiven,2022-11,24692.21
ronnyx2017,2022-11,24277.01
cccz,2022-11,23943.59
jeiwan,2022-11,22575.35
xiaoming90,2022-11,21014.399999999998
zzykxx,2022-11,19328.84
lambda,2022-11,19306.190000000002
rvierdiiev,2022-11,17272.79
hansfriese,2022-11,16176.85
bin2chen,2022-11,15836.06
berndartmueller,2022-11,15484.92
kingnft,2022-11,15014.29
illilli,2022-11,14543.59
0x52,2022-11,13166.89
0xsmartcontract,2022-11,12186.289999999999
aphak5010,2022-11,12169.74
__141345__,2022-11,12028.66
0xa5df,2022-11,11682.89
adriro,2022-11,11384.09
he1m,2022-11,10553.37
raymondfam,2022-11,8690.59
clems4ever,2022-11,7681.38
hihen,2022-11,7016.9
ladboy233,2022-11,6581.38
ktg,2022-11,5609.360000000001
csanuragjain,2022-11,5543.36
0xdeadbeef0x,2022-11,4995.14
joestakey,2022-11,4900.67
datapunk,2022-11,4355.49
brgltd,2022-11,4215.76
rolezn,2022-11,4184.24
franfran,2022-11,4125.33
carrotsmuggler,2022-11,3942.97
gzeon,2022-11,3839.17
dravee,2022-11,3787.38
pashov,2022-11,3702.06
rbserver,2022-11,3643.04
hyh,2022-11,3335.46
0x1f8b,2022-11,3145.75
9svr6w,2022-11,3061.13
imare,2022-11,2920.29
ayeslick,2022-11,2773.83
deivitto,2022-11,2674.5
koxuan,2022-11,2592.55
ruhum,2022-11,2541.8
zzzitron,2022-11,2440.19
r2,2022-11,2351.8199999999997
josiah,2022-11,2316.44
delfin454000,2022-11,2305.21
rotcivegaf,2022-11,2259.1
sorrynotsorry,2022-11,2197.91
perseverancesuccess,2022-11,2166.28
cryptphi,2022-11,1947.95
paludox0,2022-11,1925.01
smartsek,2022-11,1911.78
chrisdior4,2022-11,1878.0400000000002
c3phas,2022-11,1804.62
sathish9098,2022-11,1789.9500000000003
kaden,2022-11,1638.48
ch_301,2022-11,1573.54
0xnazgul,2022-11,1556.28
0x4non,2022-11,1515.43
immeas,2022-11,1469.6100000000001
chaduke,2022-11,1439.58
c7e7eff,2022-11,1417.51
v_b,2022-11,1407.83
eierina,2022-11,1327.36
reyadmirado,2022-11,1321.31
oyc_109,2022-11,1312.71
lukris02,2022-11,1300.69
poirots,2022-11,1261.2900000000002
kyteg,2022-11,1238.16
gz627,2022-11,1235.3
wait,2022-11,1133.77
smiling_heretic,2022-11,1133.21
cloudx,2022-11,1037.95
philogy,2022-11,1016.92
tnevler,2022-11,993.53
zaskoh,2022-11,973.4200000000001
0xagro,2022-11,936.04
bnke0x0,2022-11,897.6
0xbepresent,2022-11,860.24
koolex,2022-11,854.65
kaliberpoziomka8552,2022-11,825.27
0xfuje,2022-11,732.03
yixxas,2022-11,710.2
carlitox477,2022-11,701.39
aymen0909,2022-11,685.46
fs0c,2022-11,676.9200000000001
8olidity,2022-11,668.0500000000001
codeislight,2022-11,658.15
neko_nyaa,2022-11,637.91
0xhacksmithh,2022-11,598.19
jtjabba,2022-11,592.0600000000001
deliriusz,2022-11,579.8100000000001
cryptonue,2022-11,574.75
b2,2022-11,571.03
diana,2022-11,542.61
awesome,2022-11,511.59000000000003
englave,2022-11,484.16
jayphbee,2022-11,475.26
0xdecorativepineapple,2022-11,471.3
fatherofblocks,2022-11,467.49
nicobevi,2022-11,465.02
aviggiano,2022-11,463.83000000000004
martin,2022-11,463.71000000000004
cryptostellar5,2022-11,462.27
ajtra,2022-11,447.2
shark,2022-11,446.85
bclabs,2022-11,442.09000000000003
ch0bu,2022-11,378.58000000000004
m4tz1p,2022-11,366.5
big0xdev,2022-11,342.95
bearonbike,2022-11,340.13
erictee,2022-11,331.13
tricko,2022-11,312.49
saneryee,2022-11,296.16999999999996
kong,2022-11,289.21000000000004
tomj,2022-11,285.44
pedr02b2,2022-11,270.79
corerouter,2022-11,267.27
mahdikarimi,2022-11,266.74
djxploit,2022-11,265.05
vadis,2022-11,264.89
ahmedov,2022-11,255.49
btk,2022-11,244.6
ctf_sec,2022-11,243.92000000000002
0xc0ffee,2022-11,240.5
peanuts,2022-11,237.56
bitbopper,2022-11,232.65
rahoz,2022-11,230.43
trustindistrust,2022-11,228.69
decurity,2022-11,228.55
neumo,2022-11,213.4
zapaz,2022-11,213.4
gogo,2022-11,209.06
beepidibop,2022-11,207.65
pavankv,2022-11,195.6
secureverse,2022-11,195.6
codexploder,2022-11,188.13
sincejuly,2022-11,187.67000000000002
saintcode_,2022-11,184.35
horsefacts,2022-11,183.16
ignacio,2022-11,172.06
keccak123,2022-11,168.96
redonen,2022-11,167.18
deekshith99,2022-11,165.27
i_got_hacked,2022-11,165.27
jadezti,2022-11,163.04000000000002
kintern_na,2022-11,158.7
picodes,2022-11,158.7
seyni,2022-11,154.21
pwnednomore,2022-11,153.1
a12jmx,2022-11,149.72
cloudjunky,2022-11,147.28
twelvesec,2022-11,146.82
_adam,2022-11,145.94
cyberinn,2022-11,145.94
rjs,2022-11,145.94
jonatascm,2022-11,139.59
matin,2022-11,138.28
0xroxas,2022-11,135.6
slowmoses,2022-11,132.37
cryptodave,2022-11,131.6
simon135,2022-11,119.31
arcoun,2022-11,118.49
johnsmith,2022-11,118.46000000000001
pzeus,2022-11,115.15
funen,2022-11,114.84
bulej93,2022-11,113.38
sakman,2022-11,113.38
duriansausage,2022-11,110.58
karanctf,2022-11,110.00999999999999
mukund,2022-11,109.55
nyx,2022-11,108.44
0xackermann,2022-11,103.92
bronzedisc,2022-11,103.92
helios,2022-11,103.92
kaiziron,2022-11,103.92
kankodu,2022-11,103.92
ksk2345,2022-11,103.92
nadin,2022-11,103.92
yjrwkk,2022-11,103.92
0xdave,2022-11,102.89
gianganhnguyen,2022-11,101.96
sahar,2022-11,96.32
0xpanda,2022-11,96.27000000000001
dinesh11g,2022-11,96.17
skyle,2022-11,94.87
sakshamguruji,2022-11,93.14
waze,2022-11,89.83000000000001
saian,2022-11,89.03
tomo,2022-11,84.39
jc,2022-11,84.05
mcwildy,2022-11,82.48
saeedalipoor01988,2022-11,80.13
hl_,2022-11,77.35
hanxin,2022-11,77.22
m0ndohehe,2022-11,77.22
teawaterwire,2022-11,77.22
vv7,2022-11,77.22
peritoflores,2022-11,73.58
bharg4v,2022-11,68.14
s3cunda,2022-11,66.81
merlin,2022-11,66.69
minhtrng,2022-11,65.00999999999999
exolorkistis,2022-11,62.919999999999995
apostle0x01,2022-11,61.35
catwhiskeys,2022-11,61.35
hardlycodeman,2022-11,61.35
jumpdest7d,2022-11,61.35
w0lfrum,2022-11,61.35
yurahod,2022-11,61.35
halden,2022-11,60.78
zgo,2022-11,58.28
ret2basic,2022-11,57.47
danyams,2022-11,53.49
nameruse,2022-11,53.49
subtle77,2022-11,53.49
0xmuxyz,2022-11,52.03
nogo,2022-11,52.03
udsen,2022-11,52.03
0xrajkumar,2022-11,49.23
emrekocak,2022-11,49.23
me_na0mi,2022-11,49.23
metatron,2022-11,49.23
0xlad,2022-11,41.25
dharma09,2022-11,39.65
schlagatron,2022-11,39.65
tomio,2022-11,39.65
bin,2022-11,36.34
chom,2022-11,36.34
hashlock,2022-11,36.34
samgmk,2022-11,36.34
wagmi,2022-11,30.07
yongskiws,2022-11,25.32
ali_shehab,2022-11,22.47
atarpara,2022-11,22.47
bullseye,2022-11,22.47
0xab00,2022-11,22.22
0xdeadbeef,2022-11,21.13
leosathya,2022-11,21.13
codecustard,2022-11,18.31
skinz,2022-11,18.31
ujamal_,2022-11,18.31
pedroais,2022-11,15.93
abiih,2022-11,13.69
akshaysrivastav,2022-11,13.69
dijkstradev,2022-11,13.69
d3e4,2022-11,13.42
everyanykey,2022-11,12.2
web3er,2022-11,11.23
banky,2022-11,11.19
sashik_eth,2022-11,8.54
tonisives,2022-11,8.54
eighty,2022-11,8.08
0xdapper,2022-11,5.6
satoshipotato,2022-11,5.6
amithuddar,2022-11,5.34
bananasboys,2022-11,5.34
lotux,2022-11,4.04
satyam_sharma,2022-11,2.67
trust,2022-10,91572.98
soosh,2022-10,74268.98
0x52,2022-10,44723.57
he1m,2022-10,34676.26
lambda,2022-10,28021.59
codehacker,2022-10,24571.73
cccz,2022-10,18631.99
jeiwan,2022-10,18006.36
zzykxx,2022-10,13650.019999999999
kintern_na,2022-10,12149.96
ladboy233,2022-10,11418.56
0x1f8b,2022-10,9700.25
0xsmartcontract,2022-10,8383.55
rbserver,2022-10,7985.21
d3e4,2022-10,7283.23
hansfriese,2022-10,6861.7
0xa5df,2022-10,6718.76
illilli,2022-10,6405.9
ruhum,2022-10,6353.21
immeas,2022-10,6060.83
kingnft,2022-10,5275.67
minhtrng,2022-10,5238.35
csanuragjain,2022-10,5209.33
rotcivegaf,2022-10,5082.219999999999
brgltd,2022-10,4846.77
chom,2022-10,4837.74
bin2chen,2022-10,4559.75
raymondfam,2022-10,4212.46
sha256yan,2022-10,4066.59
c3phas,2022-10,3710.12
gallodasballo,2022-10,3707.3500000000004
ch_301,2022-10,3668.94
0x4non,2022-10,3657.1299999999997
minhquanym,2022-10,3613.5
holmgren,2022-10,3596.2799999999997
berndartmueller,2022-10,3520.32
2997ms,2022-10,3397.87
0xnazgul,2022-10,3056.62
rolezn,2022-10,3044.54
aymen0909,2022-10,2646.79
arcoun,2022-10,2609.94
saian,2022-10,2606.4
rustyrabbit,2022-10,2604.08
securerodd,2022-10,2594.44
sakshamguruji,2022-10,2581.87
0xc0ffee,2022-10,2553.01
codexploder,2022-10,2518.01
joestakey,2022-10,2344.16
__141345__,2022-10,2323.34
catchup,2022-10,2206.38
chaduke,2022-10,2205.8100000000004
shung,2022-10,2139.51
datapunk,2022-10,2102.32
tomo,2022-10,2102.32
reyadmirado,2022-10,1936.66
pashov,2022-10,1904.1299999999999
adriro,2022-10,1762.8
djxploit,2022-10,1670.24
raoulschaffranek,2022-10,1644.73
picodes,2022-10,1329.74
trustindistrust,2022-10,1300.5900000000001
carlitox477,2022-10,1244.48
indijanc,2022-10,1242.6399999999999
yixxas,2022-10,1132.65
v_b,2022-10,1126.8600000000001
tomj,2022-10,1043.5
pfapostol,2022-10,1026.52
eighty,2022-10,1015.51
oyc_109,2022-10,995.9399999999999
ajtra,2022-10,955.41
lukris02,2022-10,947.9300000000001
rvierdiiev,2022-10,904.9300000000001
milotruck,2022-10,885.8299999999999
delfin454000,2022-10,834.16
elku,2022-10,792.76
ctf_sec,2022-10,765.87
deivitto,2022-10,704.37
mics,2022-10,692.77
ch0bu,2022-10,676.69
nicobevi,2022-10,637.59
dravee,2022-10,630.12
redonen,2022-10,591.78
jayphbee,2022-10,580.33
bnke0x0,2022-10,534.79
mcwildy,2022-10,533.3299999999999
ayeslick,2022-10,509.15
neumo,2022-10,508.12
horsefacts,2022-10,503.27
cryptonue,2022-10,495.40999999999997
0xdjango,2022-10,494.96
gogo,2022-10,488.03
simon135,2022-10,482.93
0xmatt,2022-10,446.89000000000004
peanuts,2022-10,421.02000000000004
diana,2022-10,417.14
cryptphi,2022-10,413.62
bclabs,2022-10,405.07000000000005
paludox0,2022-10,379.58
corerouter,2022-10,364.32
josiah,2022-10,358.30999999999995
m_rassska,2022-10,353.1
seyni,2022-10,342.0
karanctf,2022-10,325.64
cloudx,2022-10,292.39
robee,2022-10,290.57
0xrobocop,2022-10,271.09000000000003
halden,2022-10,266.42
cylzxje,2022-10,263.87
gs8nrv,2022-10,257.96
enckrish,2022-10,253.69
b2,2022-10,252.72
jayjonah8,2022-10,250.77
hardlycodeman,2022-10,248.76999999999998
fatherofblocks,2022-10,246.71
kaden,2022-10,241.66
imare,2022-10,241.24
cryptostellar5,2022-10,240.19
waze,2022-10,235.17
m9800,2022-10,234.35
8olidity,2022-10,227.34
leosathya,2022-10,204.29
fs0c,2022-10,203.66
sakman,2022-10,199.29
idkwhatimdoing,2022-10,198.81
yamapyblack,2022-10,198.43
tnevler,2022-10,187.79
shinchan,2022-10,187.77
erictee,2022-10,187.19
martin,2022-10,183.16
mathieu,2022-10,178.76
saintcode_,2022-10,175.34
koko,2022-10,168.32
exd0tpy,2022-10,165.29999999999998
sam_cunningham,2022-10,156.27
svskaushik,2022-10,154.88
dipp,2022-10,149.65
pedr02b2,2022-10,145.84
saneryee,2022-10,145.41
rahoz,2022-10,141.97
chrisdior4,2022-10,141.63
bobirichman,2022-10,140.93
leos,2022-10,138.05
ret2basic,2022-10,136.68
nyx,2022-10,124.74
bitsurfer,2022-10,119.14
m4tz1p,2022-10,116.91999999999999
rokinot,2022-10,115.19999999999999
aviggiano,2022-10,114.82
bardamu,2022-10,114.82
junnon,2022-10,114.82
obront,2022-10,114.82
polymorphism,2022-10,114.82
romand,2022-10,114.82
serial-coder,2022-10,114.82
jc,2022-10,108.05
shishigami,2022-10,106.85999999999999
wagmi,2022-10,98.88
0xroxas,2022-10,93.53999999999999
aphak5010,2022-10,90.72
shark,2022-10,86.9
awesome,2022-10,85.15
dinesh11g,2022-10,82.11
jujic,2022-10,81.15
0xbepresent,2022-10,80.13
pheonix,2022-10,79.78999999999999
aysha,2022-10,76.46000000000001
exolorkistis,2022-10,73.39
zishansami,2022-10,73.1
slowmoses,2022-10,72.86
jrnet,2022-10,71.32000000000001
c7e7eff,2022-10,70.74000000000001
parashar,2022-10,69.83
philogy,2022-10,69.5
peiw,2022-10,65.9
bharg4v,2022-10,63.84
neko_nyaa,2022-10,63.81
0x5rings,2022-10,60.94
emrekocak,2022-10,58.269999999999996
eierina,2022-10,58.230000000000004
cdahlheimer,2022-10,57.64
a12jmx,2022-10,57.52
duriansausage,2022-10,56.88
0xzaharina,2022-10,55.67
satyam_sharma,2022-10,54.38
dimson,2022-10,53.99
medikko,2022-10,53.44
jwood,2022-10,53.27
zzzitron,2022-10,51.25
bulej93,2022-10,50.28
gianganhnguyen,2022-10,47.14
tomio,2022-10,47.14
hxzy,2022-10,46.32
pedroais,2022-10,45.32000000000001
cloudjunky,2022-10,37.88
ignacio,2022-10,37.88
saharap,2022-10,37.88
cducrest,2022-10,36.73
evmwanderer,2022-10,36.73
pcarranzav,2022-10,36.69
catwhiskeys,2022-10,34.98
funen,2022-10,34.98
malinariy,2022-10,34.98
sikorico,2022-10,34.98
ych18,2022-10,34.98
heuss,2022-10,32.65
lucacez,2022-10,32.65
rockingmiles,2022-10,32.31
ballx,2022-10,30.55
amithuddar,2022-10,30.53
skyle,2022-10,30.53
dic0de,2022-10,29.55
jtjabba,2022-10,29.55
peritoflores,2022-10,29.55
vv7,2022-10,27.35
mukund,2022-10,26.360000000000003
0xsam,2022-10,26.35
i_got_hacked,2022-10,26.35
iepathos,2022-10,26.35
metatron,2022-10,26.35
ryshaw,2022-10,26.35
codingnamekiki,2022-10,25.96
sorrynotsorry,2022-10,24.61
franfran,2022-10,24.599999999999998
certorainc,2022-10,24.22
0xdeadbeef,2022-10,20.79
gerdusx,2022-10,20.79
0x007,2022-10,19.64
ktg,2022-10,19.64
sm4rty,2022-10,19.64
tricko,2022-10,19.64
chandr,2022-10,19.01
ozy42,2022-10,19.01
sooya,2022-10,13.24
sadbase,2022-10,11.52
subtle77,2022-10,11.52
ddddd,2022-10,11.31
0xdecorativepineapple,2022-10,9.91
0xhunter,2022-10,9.91
supernova,2022-10,5.95
nadin,2022-10,1.97
teawaterwire,2022-10,1.97
phaze,2022-10,1.3
bctester,2022-10,0.97
